TopP=0|Temperature=0,TopP=0.5|Temperature=0,TopP=1|Temperature=0,TopP=0|Temperature=1,TopP=0.5|Temperature=1,TopP=1|Temperature=1,TopP=0|Temperature=2,TopP=0.5|Temperature=2,Human-50-v1,Human-50-v2
"3. Powdered Substance Dispensing Mat: This design would involve a mat-like device that can be filled with the powdered substance. The user would place the mat on the surface and then shake or tap it, causing the powder to disperse evenly. The size and texture of the mat can be adjusted to control the amount of powder dispersed.","3. Powdered Substance Helicopter: This design would involve a small, remote-controlled helicopter equipped with a powder dispenser. The helicopter would fly over the surface, dispersing the powder as it goes. This would be a high-tech solution ideal for covering large or hard-to-reach surfaces.","3. Powdered Substance Spinning Top Dispenser: This design would involve a spinning top that would be loaded with the powdered substance. As the top spins, it would disperse the powder evenly over the surface.","3. Powdered Substance Shaker: This design would be similar to a salt shaker, but larger. The user would load the powder into the shaker, and as they shake it, the powder would be evenly distributed over the surface.","3. Powdered Substance Chute: This design would use a chute or slide to disperse the powder. The powdered substance would be placed at the top of the chute, and as it slides down, it would be spread out in a light, even layer.","3. Magnetic Powder Applicator: By magnetizing the powder and the applying device, you can use magnetic fields to evenly disperse the powder on the surface. This could be achieved by passing a magnetically charged bristle brush over the surface with the powder.","3. Powdered Substance Dispensing Kite: This design would involve a kite that releases the powdered substance as it flies. The powder would be stored in a compartment on the kite and released through small holes, dispersing the powder over the surface below.","3. Rotating Cylinder Dispenser: This design involves a rotating cylinder coated with the powder. As the cylinder rotates, it brushes the powder onto the surface. The speed of rotation and the amount of powder on the cylinder can be adjusted to control the thickness of the coating.","A sprayer/mister with removable cartridges. You could put in carts of whatever, like powdered spice, and then pulling the nozzle would give off a light spray (like cleaners and such).","Strainer, Powder, Mesh"
"4. Powdered Substance Dispensing Rake: This design would involve a rake-like device that can be filled with the powdered substance. The user would rake the surface, causing the powder to disperse evenly. The size and shape of the rake can be adjusted to control the amount of powder dispersed.","4. Powdered Substance Spinner: This design would involve a spinning top-like device that disperses the powdered substance as it spins. The user would load the powder into the device, and as it spins, centrifugal force would disperse the powder evenly over the surface.","4. Powdered Substance Waterfall Dispenser: This design would use a waterfall or cascade mechanism to disperse the powder. The user would load the powder into a hopper at the top of the device, and the powder would then fall down a series of steps or baffles to evenly distribute it onto the surface below.",4. Powdered Substance Scoop and Sifter: This design would involve a scoop with a built-in sifter. The user would scoop up the powder and then shake the scoop to sift the powder evenly over the surface.,"4. Powdered Substance Fountain: This design would use a fountain mechanism to disperse the powder. The powdered substance would be mixed with a liquid in a reservoir, and the fountain would spray the mixture into the air, where the liquid would evaporate, leaving a light coating of powder.",4. Ball Powder Dispenser: The design will be similar to a roll-on deodorant ball. The ball would be dipped into the powder and then rolled over the surface - the motion of the ball would evenly distribute the powder.,"4. Powdered Substance Dispensing Broom: This design would involve a broom that releases the powdered substance as it sweeps. The broom would have a compartment for the powder, and the sweeping motion would trigger the release of the powder onto the surface.","4. Slider Rail Dispenser: This design uses a slider rail mechanism with a powder release mechanism. As the slider moves along the rail, it releases the powder at a controlled rate, ensuring an even coating over the surface.",I would have a spray nozzle like a airbrush machine to evenly coat with air pressure.,A blow-torch type of an object that emits a steady stream of low air pressure
"5. Powdered Substance Dispensing Squeegee: This design would involve a squeegee-like device that can be filled with the powdered substance. The user would squeegee the surface, causing the powder to disperse evenly. The size and shape of the squeegee can be adjusted to control the amount of powder dispersed.","5. Powdered Substance Paddle: This design would involve a paddle-like device that flings the powdered substance onto the surface. The user would load the powder onto the paddle, and as it is swung, the powder would be dispersed over the surface.","5. Powdered Substance Trampoline Dispenser: This design would involve a trampoline-like device that would be loaded with the powdered substance. When the trampoline is bounced, it would disperse the powder evenly over the surface. The tension of the trampoline could be adjusted to control the distribution of the powder.","5. Powdered Substance Vacuum: This device would work in reverse of a typical vacuum. Instead of sucking up particles, it would blow them out. The user would load the powder into a compartment, and the vacuum would disperse it evenly over the surface.","5. Powdered Substance Whisk: This design would use a whisk or similar tool to disperse the powder. The powdered substance would be placed in a bowl, and when the whisk is spun, it would throw the powder onto the surface in a light, even layer.","5. Vibrating Powder Drop: The design would incorporate gentle vibrations to disperse powder. A container, filled with the powder, will have a small opening at the bottom. As the device vibrates, powder would drop out in controlled amounts. One could control vibration intensity for varying degrees of coverage.","5. Powdered Substance Dispensing Windmill: This design would involve a windmill that releases the powdered substance as it spins. The windmill would have a compartment for the powder, and the spinning motion would trigger the release of the powder, dispersing it over the surrounding surface.",5. Tilt-and-Shake Dispenser: This design involves a container that releases powder when tilted and shaken. The powder is stored in the container and small holes at the bottom release the powder when the container is tilted and shaken. The size and number of holes can be adjusted to control the amount of powder dispersed.,"A kind of cloth that you can put over the surface, then spread the powdered substance on the cloth and use a dowel type object to spread the powder. The cloth would be designed so that it would only allow a specific amount of the powder to go through the cloth. Lift up the cloth, the powdered substance stays on the surface and the excess can be returned to the original container.",A sort of snowblower-type blower where you can set how much of something it blows.
1. Powdered Substance Dispensing Helmet: This design would involve a helmet equipped with a dispenser that can be filled with the powdered substance. The user would then move their head over the surface and disperse the powder evenly. The size and location of the dispenser on the helmet can be adjusted to control the amount of powder dispersed.,1. Powdered Substance Rake: This design would involve a rake-like device with tines designed to hold and evenly distribute the powdered substance as the rake is dragged across the surface.,"1. Powdered Substance Broom Dispenser: This design would involve a broom-like device that would be loaded with the powdered substance. As the broom is swept across the surface, it would disperse the powder evenly.","1. Powdered Substance Broom: This design would involve a broom-like tool with a compartment for the powder. As the user sweeps the broom across the surface, a controlled amount of powder would be released through small holes in the broom's base.","1. Powdered Substance Projector: This design would use a projection mechanism to disperse the powder. The powdered substance would be loaded into a reservoir, and when the projector is activated, it would throw the powder onto the surface in a light, even layer.","1. Powder Puff Dispenser: Just like a traditional cosmetics puff, a large puff can be filled with the substance and lightly dabbed on the surface for a gentle application.","1. Powdered Substance Dispensing Hoverboard: This design would involve a hoverboard equipped with a powder dispenser. As the hoverboard moves over the surface, it would release the powdered substance, ensuring an even distribution.","1. Whisk Dispenser: This design uses a whisk-like mechanism to disperse the powder. The powder is stored in a container and as the whisk rotates, it spreads the powder onto the surface. The speed of rotation can be adjusted to control the amount of powder dispersed.","There is a container of the powdered substance suspended over the surface on which to be applied. There are two layers of a rigid material on the underside of this container which contain small holes for the powdered substance to slowly fall from. When the device is not activated, one of the layers of rigid material is slid over such that the holes are not aligned, preventing the powdered substance from falling through. When activated, the holes are aligned, and a vibrater attached to the container causes the powdered substance to coat the surface that is underneath the device.","It is like a fertilizer disperser, but it is small and hand held. And instead of rotating a levered handle, you push a button and it disperses powder beneath it like a spray."
"2. Powdered Substance Dispensing Broom: This design would involve a broom-like device that can be filled with the powdered substance. The user would sweep the surface with the broom, causing the powder to disperse evenly. The size and density of the broom's bristles can be adjusted to control the amount of powder dispersed.","2. Powdered Substance Whisk: This design would involve a whisk-like device that disperses the powdered substance as it is shaken or stirred. The user would load the powder into the whisk, and as it is moved, the powder would be dispersed over the surface.","2. Powdered Substance Funnel Dispenser: This design would use a funnel mechanism to disperse the powder. The user would load the powder into the funnel, and then shake or tilt the funnel to release the powder onto the surface below.","2. Powdered Substance Syringe: This handheld device would use a plunger mechanism to push the powder out of a nozzle. The user would load the powder into the syringe, and as they push the plunger, the powder would be evenly distributed over the surface.","2. Powdered Substance Injector: This design would use an injector mechanism to disperse the powder. The powdered substance would be loaded into a syringe-like device, and when the plunger is pushed, it would inject the powder onto the surface in a light, even layer.","2. Remote-controlled Mini Rover: This small remote-controlled device, equipped with a powder compartment, could travel along the surface and sprinkle the powder evenly from beneath. This would be useful for large or awkward surfaces.","2. Powdered Substance Dispensing Rake: This design would involve a rake that releases the powdered substance as it is dragged across the surface. The rake would have a compartment for the powder, and the raking motion would trigger the release of the powder onto the surface.",2. Swivel Dispenser: This design involves a swivel mechanism that releases the powder. The powder is stored in a container and a swivel at the bottom releases the powder onto the surface. The angle and speed of the swivel can be adjusted to control the amount of powder dispersed.,"This is a cup with a handle and a mesh bottom. A fine powder is placed in the cup, and using battery power, the cup shakes to disperse the powder over a surface.","A spray bottle with big enough holes for powdered sugar to come out.  you could spray it over waffles, cakes, etc"
"3. Powdered Substance Dispensing Mop: This design would involve a mop-like device that can be filled with the powdered substance. The user would mop the surface, causing the powder to disperse evenly. The size and density of the mop's material can be adjusted to control the amount of powder dispersed.","3. Powdered Substance Treadmill: This design would involve a treadmill-like device with a powder dispenser mounted above it. As the surface moves along the treadmill, the dispenser would release a controlled amount of powder onto it. This would be an automated solution ideal for industrial applications.","3. Powdered Substance Windmill Dispenser: This design would involve a windmill-like device that would be loaded with the powdered substance. As the windmill spins, it would disperse the powder evenly over the surface.","3. Powdered Substance Wheelbarrow: This design would involve a wheelbarrow with a built-in spreader. The user would load the powder into the wheelbarrow, and as they push it along, a rotating mechanism at the bottom would disperse the powder over the surface.","3. Powdered Substance Broom: This design would use a broom-like device to disperse the powder. The powdered substance would be loaded onto the bristles, and when the broom is swept across the surface, it would leave a light, even layer of powder.","3. Tilt Powder Dispenser: With this design, the powdered substance is stored in a containers at a slant, with a hole at the lowest point. When the device is tilted, the powder trickles out and onto the surface below.","3. Powdered Substance Dispensing Trampoline: This design would involve a trampoline that releases the powdered substance as it is jumped on. The trampoline would have a compartment for the powder, and the jumping motion would trigger the release of the powder, dispersing it over the surrounding surface.",3. Plunger Dispenser: This design uses a plunger mechanism to control the release of the powder. The powder is stored in a container and a plunger at the bottom pushes the powder out onto the surface. The pressure of the plunger can be adjusted to control the amount of powder dispersed.,"atomizer-type device that first suctions up powder, then dispenses it with a squeeze, puffing the powder out","A container that slowly feeds the powder in-front of a built-in fan, which evenly disperses the powder."
"4. Powdered Substance Dispensing Fan: This design would involve a fan-like device that can be filled with the powdered substance. The user would turn on the fan, causing the powder to disperse evenly over the surface. The speed and direction of the fan can be adjusted to control the amount of powder dispersed.","4. Powdered Substance Scoop: This design would involve a scoop-like device that flings the powdered substance onto the surface. The user would load the powder into the scoop, and as it is swung, the powder would be dispersed over the surface.","4. Powdered Substance Rake Dispenser: This design would use a rake-like mechanism to disperse the powder. The user would load the powder onto the rake, and then drag the rake across the surface to evenly distribute the powder.","4. Powdered Substance Blimp: For large areas, a remote-controlled blimp could be used to disperse the powder. The blimp would have a compartment for the powder and a mechanism to release it while flying over the area.","4. Powdered Substance Spinner: This design would use a spinning mechanism to disperse the powder. The powdered substance would be loaded into a device with spinning arms, and when the device is activated, it would throw the powder onto the surface in a light, even layer.","4. Powder Sprinkler System: Converting a traditional sprinkler system to hold powdered substances, and adjusting the size of the sprinkling holes, would create an automated process for dispersing a light coating of powder over a large surface.","4. Powdered Substance Dispensing Pogo Stick: This design would involve a pogo stick that releases the powdered substance as it is bounced on. The pogo stick would have a compartment for the powder, and the bouncing motion would trigger the release of the powder onto the surface.",4. Duster Dispenser: This design involves a duster that is coated with the powder and then dusted over the surface. The powder sticks to the duster and is transferred to the surface as the duster moves. The amount of powder on the duster can be adjusted to control the thickness of the coating.,a vacuum robot but instead of vacuuming things up it spread disperses things evenly on the surface,The device I would use would include a pressurized air system that would blow the powder through a non-stick hose that ends in a dispersion device shaped  as a funnel with pinholes. This would maximize the dispersion area and the evenness of dispersion.
"5. Powdered Substance Dispensing Vacuum: This design would involve a vacuum-like device that can be filled with the powdered substance. The user would turn on the vacuum, causing the powder to disperse evenly over the surface. The suction power and direction of the vacuum can be adjusted to control the amount of powder dispersed.","5. Powdered Substance Squeegee: This design would involve a squeegee-like device that spreads the powdered substance over the surface. The user would load the powder onto the squeegee, and as it is moved across the surface, it would evenly distribute the powder.","5. Powdered Substance Treadmill Dispenser: This design would involve a treadmill-like device that would be loaded with the powdered substance. As the treadmill belt moves, it would disperse the powder evenly over the surface. The speed of the treadmill could be adjusted to control the distribution of the powder.","5. Powdered Substance Trampoline: This design would involve a small trampoline-like device. The user would load the powder onto the trampoline, and as they bounce it, the powder would be thrown into the air and settle evenly over the surface.","5. Powdered Substance Spreader: This design would use a spreader mechanism to disperse the powder. The powdered substance would be loaded into a device with a rotating drum or wheel, and when the device is pushed across the surface, it would leave a light, even layer of powder.","5. Pump-Action Powder Dispenser: A larger container of powder could be equipped with a small pump, allowing the user to control how much powder is deployed. When pumped, a controlled amount of powdered substance would be pushed up and out onto the surface.","5. Powdered Substance Dispensing Skipping Rope: This design would involve a skipping rope that releases the powdered substance as it is swung. The skipping rope would have a compartment for the powder, and the swinging motion would trigger the release of the powder, dispersing it over the surrounding surface.","5. Automated Drone Dispenser: This design uses a small drone equipped with a powder release mechanism. The drone can be programmed to fly over the surface, releasing the powder in a controlled manner. The speed and flight path of the drone can be adjusted to ensure even coverage.","Mesh material, frame base, sifter","A refillable plastic cylinder or bamboo tube with a brush on the end, that when twisted, or shaken, disperses powder over the face and body."
"1. Powdered Substance Dispensing Belt: This design would involve a belt equipped with a dispenser that can be filled with the powdered substance. As the user walks, the movement would trigger the dispenser to release the powder evenly over the surface. The size and location of the dispenser on the belt can be adjusted to control the amount of powder dispersed.","1. Powdered Substance Catapult: This design would involve a small catapult that flings the powdered substance onto the surface. The user would load the powder into the catapult, pull back the lever, and release it to disperse the powder.","1. Powdered Substance Hovercraft Dispenser: This design would involve a hovercraft-like device that would be loaded with the powdered substance. As the hovercraft moves over the surface, it would disperse the powder evenly.","1. Powdered Substance Hovercraft: This design would involve a small hovercraft that glides over the surface, dispersing the powder as it moves. The hovercraft would have a compartment for the powder and a mechanism to release it evenly.","1. Powdered Substance Roller: This design would use a roller mechanism to disperse the powder. The powdered substance would be loaded onto a roller, and when the roller is moved across the surface, it would leave a light, even layer of powder.","1. Powdered Substance Spray Bottle: Just like a liquid spray bottle, a powder dispenser can be designed in the form of a spray bottle to disperse a light coating of powder. By simply squeezing the trigger, the powder gets projected.","1. Powdered Substance Dispensing Scooter: This design would involve a scooter equipped with a powder dispenser. As the scooter is ridden, the motion would trigger the release of the powder onto the surface below, ensuring an even distribution.","1. Treadmill Dispenser: This design involves a treadmill-like mechanism where the powder is placed on a conveyor belt. As the belt moves, a fan or blower above it disperses the powder evenly over the surface. The speed of the belt and the fan can be adjusted to control the amount of powder dispersed.",It's like a sprinkler system but it spews powder instead of liquid. Not sure what the applications would be,a squirt bottle with a spout wide enough to force out the powdered substance.
"2. Powdered Substance Dispensing Wheelbarrow: This design would involve a wheelbarrow-like device that can be filled with the powdered substance. As the wheelbarrow is pushed, the movement would trigger the dispenser to release the powder evenly over the surface. The size and location of the dispenser on the wheelbarrow can be adjusted to control the amount of powder dispersed.","2. Powdered Substance Revolving Tray: This design would involve a revolving tray that spins to disperse the powdered substance. The user would load the powder onto the tray, and as it spins, centrifugal force would disperse the powder evenly over the surface.","2. Powdered Substance Oscillating Fan Dispenser: This design would use an oscillating fan mechanism to disperse the powder. The user would load the powder into a container attached to the fan, and as the fan oscillates, it would disperse the powder evenly over the surface.","2. Powdered Substance Treadmill: This device would use a conveyor belt system to disperse the powder. The user would load the powder onto one end of the belt, and as the belt moves, a series of brushes or air jets would disperse the powder onto the surface below.","2. Powdered Substance Blower with a Brush: This design would use a blower mechanism with an attached brush. The powdered substance would be loaded into the blower, and when the blower is activated, it would propel the powder onto the brush, which would then evenly distribute it onto the surface.",2. Powder Dispensing Gloves: The gloves could have tiny perforations throughout from where the powder would be released over surfaces with manual control.,"2. Powdered Substance Dispensing Yoyo: This design would involve a yoyo that releases the powdered substance as it is played with. The yoyo would have a compartment for the powder, and the up and down motion would trigger the release of the powder onto the surface.","2. Peristaltic Pump Dispenser: This design uses a peristaltic pump to control the release of the powder. The powder is stored in a flexible tube and as the pump operates, it pushes the powder out onto the surface. The speed of the pump can be adjusted to control the amount of powder dispersed.","A small fan that sits behind a batch of the powdered substance. In front it is a little cone that can direct the airflow, and precisely blows the powered substance across a surface. The device can be turned in order to better direct the flow to wherever is desired",A wide rectangular soft brush with a soft rubber powder-filled bulb on the back. The bulb is squeezed to load the brush with powder. The loaded brush is moved across a surface to coat with powder.
"3. Powdered Substance Dispensing Backpack: This design would involve a backpack equipped with a dispenser that can be filled with the powdered substance. As the user walks, the movement would trigger the dispenser to release the powder evenly over the surface. The size and location of the dispenser on the backpack can be adjusted to control the amount of powder dispersed.","3. Powdered Substance Spray Bottle: This design would involve a spray bottle-like device that sprays the powdered substance instead of liquid. The user would load the powder into the bottle, and it would use air pressure to spray the powder onto the surface.","3. Powdered Substance Centrifuge Dispenser: This design would involve a centrifuge-like device that would be loaded with the powdered substance. As the centrifuge spins, it would disperse the powder evenly over the surface.","3. Powdered Substance Windmill: This design would involve a windmill-like device that uses wind power to disperse the powder. The user would load the powder into the windmill, and as the wind turns the blades, the powder would be released.","3. Powdered Substance Spatula: This design would use a spatula-like tool to disperse the powder. The powdered substance would be loaded onto the spatula, and when the spatula is moved across the surface, it would leave a light, even layer of powder.","3. Powdered Substance Portfolio: This device would hold sheets of powder. The pages can be flipped to drop a sheet of powder onto the surface below, creating a coating of powder across the entire surface.","3. Powdered Substance Dispensing Frisbee: This design would involve a frisbee that releases the powdered substance as it is thrown and spins. The frisbee would have a compartment for the powder, and the spinning motion would trigger the release of the powder, dispersing it over the surrounding surface.","3. Lever-Operated Dispenser: This design involves a lever that controls the release of the powder. The powder is stored in a container and when the lever is pressed, it releases a controlled amount of powder onto the surface. The tension of the lever can be adjusted to control the amount of powder dispersed.",a mobile robot that moves over the surface dispersing the powder on the surface.,Powder gun. Same idea as a water hose with a spray nosel. Pour the powder into the gun and pull the trigger to spray the powder.
"4. Powdered Substance Dispensing Bicycle: This design would involve a bicycle equipped with a dispenser that can be filled with the powdered substance. As the bicycle is ridden, the movement would trigger the dispenser to release the powder evenly over the surface. The size and location of the dispenser on the bicycle can be adjusted to control the amount of powder dispersed.","4. Powdered Substance Inflatable Balloon: This design would involve an inflatable balloon filled with the powdered substance. When the balloon is popped, it would release the powder, which would then fall evenly over the surface below.","4. Powdered Substance Vacuum Cleaner Dispenser: This design would use a vacuum cleaner-like mechanism to disperse the powder. The user would load the powder into a container attached to the vacuum cleaner, and as the vacuum cleaner moves over the surface, it would disperse the powder evenly.","4. Powdered Substance Catapult: This design would involve a catapult-like mechanism that flings the powder onto the surface. The user would load the powder into a pouch, pull back on the lever, and release to disperse the powder.","4. Powdered Substance Air Jet: This design would use an air jet mechanism to disperse the powder. The powdered substance would be loaded into a reservoir, and when the air jet is activated, it would propel the powder onto the surface in a light, even layer.",4. Handle-Shake Dispenser: This design involves a handle attached to a canister of powder. Shaking the handle up and down would cause the canister to release a light amount of powder over the surface.,"4. Powdered Substance Dispensing Hula Hoop: This design would involve a hula hoop that releases the powdered substance as it is spun around the body. The hula hoop would have a compartment for the powder, and the spinning motion would trigger the release of the powder onto the surface.","4. Ultrasonic Dispenser: This design uses ultrasonic vibrations to disperse the powder. The powder is stored in a container and when the ultrasonic vibrations are activated, they cause the powder to spread out evenly over the surface. The intensity of the vibrations can be adjusted to control the amount of powder dispersed.",kind of like a rotating can on wheels,There is a row of nozzles connected with a hopper of powder and an air line. To spray the coating the nozzles open and the air line pressurizes the powder spraying it out over the surface.
"5. Powdered Substance Dispensing Scooter: This design would involve a scooter equipped with a dispenser that can be filled with the powdered substance. As the scooter is ridden, the movement would trigger the dispenser to release the powder evenly over the surface. The size and location of the dispenser on the scooter can be adjusted to control the amount of powder dispersed.","5. Powdered Substance Rotating Brush: This design would involve a rotating brush that spreads the powdered substance over the surface. The user would load the powder into the brush, and as it rotates, it would evenly distribute the powder.","5. Powdered Substance Conveyor Belt Dispenser: This design would involve a conveyor belt-like device that would be loaded with the powdered substance. As the conveyor belt moves, it would disperse the powder evenly over the surface. The speed of the conveyor belt could be adjusted to control the distribution of the powder.","5. Powdered Substance Drone with Rotating Disc: For larger or more difficult areas, a drone could be used to disperse the powder. The drone would have a rotating disc that picks up the powder from a reservoir and then flings it out evenly across the surface.","5. Powdered Substance Rake: This design would use a rake-like tool to disperse the powder. The powdered substance would be loaded onto the tines of the rake, and when the rake is moved across the surface, it would leave a light, even layer of powder.",5. Powder-Filled Balloon: Using a balloon filled with powdered substance can be used for a light and even surface area coverage. The user can control how much powder needs to be released by squeezing the balloon gently over the surface.,"5. Powdered Substance Dispensing Skateboard: This design would involve a skateboard equipped with a powder dispenser. As the skateboard is ridden, the motion would trigger the release of the powder onto the surface below, ensuring an even distribution.","5. Pendulum Dispenser: This design involves a pendulum mechanism that swings back and forth, releasing the powder. The powder is stored in a container and as the pendulum swings, it releases a controlled amount of powder onto the surface. The speed and range of the pendulum's swing can be adjusted to control the amount of powder dispersed.",A handheld unit with a bag similar to what you would use for ice packs but more pliable and waterproof that could be changed out with a screw top to use different colors if needed.  The nozzle would need different pattern heads similar for different types of sprays.  This needs to be lightweight and also come with a stand so if your object was stationary you could pull the trigger from it being on that stand.,"I would invent a new spice dispenser, that is able to read the area of a cookie sheet or pan, identify the product that needs spicing, and disperses a set amount of powdered spices over the surface of whatever you need to season."
"1. Powdered Substance Dispensing Hoverboard: This design would involve a hoverboard equipped with a dispenser that can be filled with the powdered substance. As the hoverboard is ridden, the movement would trigger the dispenser to release the powder evenly over the surface. The size and location of the dispenser on the hoverboard can be adjusted to control the amount of powder dispersed.","1. Powdered Substance Dispensing Shoes: This design would involve shoes equipped with a powder dispenser. As the wearer walks, each step would trigger the release of a small amount of powder, ensuring an even distribution over the surface.","1. Powdered Substance Helicopter Dispenser: This design would involve a mini helicopter or drone-like device that would be loaded with the powdered substance. As the helicopter flies over the surface, it would disperse the powder evenly.","1. Powdered Substance Paddle Wheel: This design would involve a paddle wheel mechanism that scoops up the powder and disperses it as the wheel rotates. The user would load the powder into a reservoir, and as the wheel turns, the powder would be spread evenly over the surface.","1. Powdered Substance Scoop and Shake: This design would use a scoop-like tool to pick up the powdered substance. The scoop would then be gently shaken over the surface to disperse the powder in a light, even layer.","1. Powdered Substance Crank Dispenser: This device could consist of a small box or bin that holds the powder with a crank on the side. When turned, the crank would cause a small amount of powder to be released onto the surface below.","1. Powdered Substance Dispensing Segway: This design would involve a Segway equipped with a powder dispenser. As the Segway is ridden, the motion would trigger the release of the powder onto the surface below, ensuring an even distribution.","1. Vacuum Dispenser: This design uses a vacuum mechanism to control the release of the powder. The powder is stored in a container and when the vacuum is activated, it sucks the powder out and disperses it onto the surface. The strength of the vacuum can be adjusted to control the amount of powder dispersed.",A container with a top that has lite holes to allow for a controlled amount to be released.,"A series of spinning rotors move several sprayers evenly around an object, ensuring an even coating no matter what shape it is."
"2. Powdered Substance Dispensing Skateboard: This design would involve a skateboard equipped with a dispenser that can be filled with the powdered substance. As the skateboard is ridden, the movement would trigger the dispenser to release the powder evenly over the surface. The size and location of the dispenser on the skateboard can be adjusted to control the amount of powder dispersed.","2. Powdered Substance Yoyo: This design would involve a yoyo-like device filled with the powdered substance. As the yoyo is used, it would release the powder, ensuring an even distribution over the surface.","2. Powdered Substance Rotating Brush Dispenser: This design would use a rotating brush mechanism to disperse the powder. The user would load the powder into a container attached to the brush, and as the brush rotates, it would disperse the powder evenly over the surface.","2. Powdered Substance Spray Bottle: This handheld device would work like a typical spray bottle, but instead of liquid, it would disperse a fine mist of powder. The user would load the powder into the bottle, and as they squeeze the trigger, the powder would be released.","2. Powdered Substance Funnel: This design would use a funnel to guide the powdered substance onto the surface. The powder would be poured into the funnel, and as it moves through the narrow end, it would be spread out in a light, even layer.","2. Powder Funnel and Fan: In this design, powder would be poured into a funnel attached to a small fan. When the fan is switched on, it lightly disperses the powder in the desired direction.","2. Powdered Substance Dispensing Whisk: This design would involve a whisk that releases the powdered substance as it is stirred. The whisk would have a compartment for the powder, and the stirring motion would trigger the release of the powder onto the surface.","2. Hydraulic Dispenser: This design involves a hydraulic mechanism that pushes the powder out onto the surface. The powder is stored in a container and when the hydraulic pressure is applied, it forces the powder out in a controlled manner. The pressure can be adjusted to control the amount of powder dispersed.",I am thinking of a powder dispenser.,"This would be like a car wash, but instead of spraying liquid it would send out powder that was charged and primed to adhere to surfaces."
"3. Powdered Substance Dispensing Segway: This design would involve a Segway equipped with a dispenser that can be filled with the powdered substance. As the Segway is ridden, the movement would trigger the dispenser to release the powder evenly over the surface. The size and location of the dispenser on the Segway can be adjusted to control the amount of powder dispersed.","3. Powdered Substance Hula Hoop: This design would involve a hula hoop-like device filled with the powdered substance. As the hula hoop is used, it would release the powder, ensuring an even distribution over the surface.","3. Powdered Substance Spring-Loaded Dispenser: This design would involve a spring-loaded device that would be loaded with the powdered substance. When the spring is released, it would disperse the powder evenly over the surface.","3. Powdered Substance Oscillating Fan: This design would involve an oscillating fan that disperses the powder as it moves back and forth. The user would load the powder into a compartment on the fan, and as the fan oscillates, the powder would be spread evenly over the surface.",3. Powdered Substance Conveyor with a Scraper: This design would use a conveyor belt system to move the powdered substance over the surface. A scraper at the end of the conveyor would ensure an even distribution of the powder.,"3. Powder Corn Popper Push toy: This design mirrors the popular child's toy, where instead of balls popping, the pushing motion disperses a light dusting of powder.","3. Powdered Substance Dispensing Ceiling Fan: This design would involve a ceiling fan that releases the powdered substance as it spins. The fan would have a compartment for the powder, and the spinning motion would trigger the release of the powder, dispersing it over the surrounding surface.","3. Wiper Dispenser: This design uses a wiper mechanism to spread the powder. The powder is stored in a container and a wiper moves across the opening, spreading the powder onto the surface. The speed and pressure of the wiper can be adjusted to control the amount of powder dispersed.","A small spurt of air that is dispersed after the powdered substance is placed in front of itPut the powder in a reservoir and press the buttonThe air blows out quickly and disperses the powdered substance over the object in front of it",a cannister that sprays and coats something of choice.
"4. Powdered Substance Dispensing Roller Skates: This design would involve roller skates equipped with a dispenser that can be filled with the powdered substance. As the roller skates are ridden, the movement would trigger the dispenser to release the powder evenly over the surface. The size and location of the dispenser on the roller skates can be adjusted to control the amount of powder dispersed.","4. Powdered Substance Jump Rope: This design would involve a jump rope-like device filled with the powdered substance. As the jump rope is used, it would release the powder, ensuring an even distribution over the surface.","4. Powdered Substance Magnetic Dispenser: This design would use a magnetic mechanism to disperse the powder. The user would load the powder into a container attached to a magnet, and as the magnet moves over the surface, it would disperse the powder evenly.","4. Powdered Substance Yoyo: This design would involve a yoyo-like device that releases the powder as it spins. The user would load the powder into the yoyo, and as they play with it, the powder would be released in a controlled manner.","4. Powdered Substance Waterfall: This design would use a waterfall-like mechanism to disperse the powder. The powdered substance would be loaded into a reservoir at the top, and as it falls down, it would be spread out in a light, even layer.",4. Powder Disperser Drone with GPS: A drone equipped with GPS can accurately navigate to the designated surface and release the powder with precision.,"4. Powdered Substance Dispensing Hover Drone: This design would involve a drone that hovers over the surface and releases the powdered substance. The drone would have a compartment for the powder, and the hovering motion would trigger the release of the powder onto the surface.","4. Rotating Funnel Dispenser: This design involves a rotating funnel that disperses the powder. The powder is stored in the funnel and as it rotates, the powder is released onto the surface. The speed of rotation and the size of the funnel opening can be adjusted to control the amount of powder dispersed.",A windy sphere where you put the powder in the top and it gets blown all around inside,"A small canister with a spigot at the top and a plunger is used to spread powder over a surface.  The bottom of the canister is a rubber sheet that can be activated with a button.  When it is, the rubber sheet flicks the powder inside of the canister up, aerosolizing the small pieces.  The plunger blows a stream over the top of this cloud of aerosolized particles, causing them to come out of the spigot in a fine cloud, and settle over the surface."
